CrunchBase Name,Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Interested,Alert,Custom List,Public List,Keywords,Has Mobile App,Has Google Play App,Has iTunes App,Date Added,crunchbase_uuid,type,primary_role,name,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description,people
mixpanel,Mixpanel,mixpanel.com,"Mixpanel is the most advanced analytics platform ever for mobile & the web. We help companies dive deep into product usage, conversion rates, and user retention. Financial Considerations: - Mixpanel has been profitable since Feb, 2012. - We've raised $77M from: Andreessen Horowitz, Sequoia Capital, Max Levchin, Michael/Xochi Birch, Keith Rabois, Marc Benioff, and David Sacks Specialties: data analytics, data mining, mobile analytics, data visualization, A/B testing",490,237,0,232,226,6,3%,214,18,8%,"1,407,611","1,405,302",0%,"1,371,954",3%,,,,,,27,141,2937,22131.43,2009,B,"Andreessen Horowitz,David Sacks,Keith Rabois,Marc Benioff,Max Levchin,Michael Birch,Sequoia Capital,Voyager Capital,Y Combinator,YC Summer 2009",$77.0MÂ ,12/18/14,"$65,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,"B2B,Freemium,Subscription","analytics,customer support,enterprise software,human resources hr,information security,marketing,marketing analytics,mobile,security",0,0,0,0,"big data,pioneer250",Yes,No,Yes,4/4/13,54f74fa1-93be-456f-34dc-cd633112cc38,Organization,company,Mixpanel,https://www.crunchbase.com/organization/mixpanel?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mixpanel.com,http://www.mixpanel.com,https://www.crunchbase.com/organization/mixpanel/primary-image/raw,,http://twitter.com/mixpanel,https://www.linkedin.com/company/mixpanel-inc.,:,San Francisco,California,USA,"Mixpanel is an analytics platform for the mobile and web, supporting businesses to study consumer behavior.",
empirix,Empirix,empirix.com,"Empirix is the Leader in End-to-End Network Visibility and Test Automation for Telecommunications Service Providers and Contact Center Operations, DevOps and QA Professionals We provide testing software and services for regression, load testing and monitoring of Enterprise and call center technologies like IVR Testing, CTI Testing for Customer Experience improvement.",501,501,60,360,357,3,1%,348,12,3%,"4,613","4,681",-1%,"4,458",3%,,,,,,,,,Undisclosed,1992,Late,"Matrix Partners,Tenaya Capital",$0Â ,,Undisclosed,Boston,Billerica,Boston,MA,United States,North America,B2B,"analytics,human resources hr,information security,marketing,marketing analytics,security,telecommunications",0,0,0,0,,No,No,No,4/4/13,243e4825-fb1f-4e61-5485-c5800c63320c,Organization,company,Empirix,https://www.crunchbase.com/organization/empirix?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,empirix.com,http://www.empirix.com,https://www.crunchbase.com/organization/empirix/primary-image/raw,,http://twitter.com/Empirix,,:,Bedford,Massachusetts,USA,Empirix provides service quality assurance solutions for internet protocol communications.,
snowflake-computing,Snowflake Computing,snowflake.net,Learn how Snowflake has re-imagined and re-invented what the data warehouse should be with modern cloud technology.,501,248,0,150,151,-1,-1%,135,15,11%,"7,046","7,027",0%,"7,260",-3%,,,,,,20,96,867,51903.11,2012,C,"Altimeter Capital,Redpoint Ventures,Sutter Hill Ventures,Wing Venture Capital",$71.0MÂ ,6/23/15,"$45,000,000 ",Bay Area,San Mateo,Bay Area,CA,United States,North America,"B2B,SaaS","analytics,cloud computing,data storage,human resources hr,information security,marketing,marketing analytics,security,software development,storage",0,0,0,0,pioneer250,No,No,No,1/24/14,b0544b08-2ffb-5928-301f-14086ddac58b,Organization,company,Snowflake Computing,https://www.crunchbase.com/organization/snowflake-computing?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,snowflake.net,http://www.snowflake.net/,https://www.crunchbase.com/organization/snowflake-computing/primary-image/raw,http://www.facebook.com/pages/Snowflake-Computing/709171695819345,http://twitter.com/SnowflakeDB,http://www.linkedin.com/company/snowflake-computing,:,San Mateo,California,USA,Snowflake Computing provides the data warehouse designed from the ground up for the cloud and for today's data and analytics.,
exabeam,Exabeam,exabeam.com,"Exabeam is an advanced security intelligence platform that helps you detect, analyze and respond to modern cyber threats.",508,208,0,103,99,4,4%,88,15,17%,548,541,1%,392,40%,,,,,,1,7,7,4285714.29,2013,C,"Aspect Ventures,Cisco Investments,Icon Ventures (formerly Jafco Ventures),Lightspeed Venture Partners,Norwest Venture Partners,Shlomo Kramer",$65.0MÂ ,2/7/17,"$30,000,000 ",Bay Area,San Mateo,Bay Area,CA,United States,North America,B2B,"analytics,enterprise software,human resources hr,information security,physical security,security",0,0,0,0,big data,No,No,No,10/6/14,343d1d34-2354-9d89-0864-854070edd816,Organization,company,Exabeam,https://www.crunchbase.com/organization/exabeam?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,exabeam.com,http://www.exabeam.com/,https://www.crunchbase.com/organization/exabeam/primary-image/raw,http://www.facebook.com/pages/Exabeam/715204785209580,http://twitter.com/exabeam,http://www.linkedin.com/company/exabeam-inc-,:,San Mateo,California,USA,A big data security analytics company that is changing the way cyberattacks are detected and simplifying security operations.,
cloudhealth-technologies,CloudHealth Technologies,cloudhealthtech.com,"CloudHealth is IT service management for the cloud, enabling policy driven cost, utilization, performance and security optimization and governance.",511,273,1119,130,127,3,2%,118,12,10%,"7,235","6,492",11%,"5,646",28%,,,,,,10,58,358,55865.92,2012,C,".406 Ventures,Sapphire Ventures,Scale Venture Partners,Sigma Partners,Sigma Prime Ventures",$36.5MÂ ,5/3/16,"$20,000,000 ",Boston,Boston,Boston,MA,United States,North America,"B2B,SaaS","analytics,cloud computing,data storage,enterprise software,finance,human resources hr,information security,marketing,marketing analytics,security,storage",0,0,0,0,"big data,cloud computing,it",No,No,No,4/4/13,1ea93e4f-355c-999b-a61d-96482d7e42ee,Organization,company,CloudHealth Technologies,https://www.crunchbase.com/organization/cloudhealth-technologies?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cloudhealthtech.com,http://www.cloudhealthtech.com,https://www.crunchbase.com/organization/cloudhealth-technologies/primary-image/raw,http://www.facebook.com/CloudhealthTech,http://twitter.com/cloudhealthtech,http://www.linkedin.com/company/cloudhealth,:,Boston,Massachusetts,USA,"CloudHealth Technologies delivers cloud service management for enterprises to effectively optimize cost, usage, performance and security.",
showpad,Showpad,showpad.com,"Showpad delivers the most intuitive sales enablement platform to make content incredibly easy to find, present, share, and measure.",524,317,0,217,216,1,0%,188,29,15%,"21,103","23,036",-8%,"20,554",3%,257,257,0%,,,10,44,308,162337.66,2011,C,"Dawn Capital,Hummingbird Ventures,Insight Venture Partners",$60.5MÂ ,5/19/16,"$50,000,000 ",Ghent,Ghent,,,Belgium,Europe,"B2B,SaaS","advertising,analytics,enterprise software,marketing,marketing analytics,mobile",0,0,0,0,,Yes,Yes,Yes,4/4/13,52f30345-db2a-33d3-18f3-39f700f0af24,Organization,company,Showpad,https://www.crunchbase.com/organization/showpad?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,showpad.com,http://www.showpad.com,https://www.crunchbase.com/organization/showpad/primary-image/raw,http://www.facebook.com/ShowpadApp,http://twitter.com/showpad,http://www.linkedin.com/company/2446860,:,Gent,Oost-Vlaanderen,BEL,"Showpad delivers the worldâ€™s most intuitive sales enablement software, making your content incredibly easy to find, present and share.",
datarobot,DataRobot,datarobot.com,The most advanced machine learning platform built by the world's best data scientists,525,362,686,157,154,3,2%,135,22,16%,"17,297","16,635",4%,"15,787",10%,,,,,,13,44,303,108910.89,2012,B,"Accomplice Venture Capital,Atlas Venture,Cloud 2013 Winter,IA Ventures,Intel Capital,New Enterprise Associates,Techstars",$57.4MÂ ,2/11/16,"$33,000,000 ",Boston,Boston,,,United States,North America,"B2B,Marketplace","analytics,data storage,enterprise software,human resources hr,information security,marketing,marketing analytics,security,storage",0,0,0,0,"big data,business intelligence",No,No,No,4/26/13,d85e447c-b492-9be4-71d7-6763eeb3a945,Organization,company,DataRobot,https://www.crunchbase.com/organization/datarobot?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,datarobot.com,http://datarobot.com,https://www.crunchbase.com/organization/datarobot/primary-image/raw,https://www.facebook.com/datarobotinc,http://twitter.com/DataRobot,http://www.linkedin.com/company/datarobot,:,Boston,Massachusetts,USA,DataRobot provides a predictive analytics platform to rapidly build and deploy predictive models the cloud or an enterprise.,
amplitude,Amplitude,amplitude.com,"Amplitude provides mobile analytics for application developers to increase engagement, retention, and in-app purchases by accessing to data-driven insights into usersâ€™ behavior and needs.",527,397,608,57,56,1,2%,43,14,33%,"323,662","324,352",0%,"298,064",9%,,,,,,9,19,78,192307.69,2012,B,"Battery Ventures,Benchmark,BoxGroup,Charlie Cheever,Data Collective,Dave Morin,Gregory Chang,Merus Capital,Quest Venture Partners,SV Angel",$26.0MÂ ,6/8/16,"$15,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,B2B,"analytics,finance,marketing,marketing analytics,mobile,software development",0,0,0,0,big data,No,No,No,8/15/13,0fef70cb-af81-c9b6-b9e0-aa5fc3b50829,Organization,company,Amplitude,https://www.crunchbase.com/organization/amplitude?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,amplitude.com,http://amplitude.com,https://www.crunchbase.com/organization/amplitude/primary-image/raw,http://www.facebook.com/amplitudemobileanalytics,http://twitter.com/amplitudemobile,http://www.linkedin.com/company/amplitude-analytics,:,San Francisco,California,USA,Product analytics to help companies build better products,
backoffice-associates,BackOffice Associates,boaweb.com,"Products for data quality, data migration and information governance supported within software platforms designed specifically for Data Stewardship.",531,161,249,685,672,13,2%,647,38,6%,"3,176","3,583",-11%,"4,627",-31%,,,,,,110,320,6699,4478.28,1996,Late,Goldman Sachs,$30.0MÂ ,1/10/08,"$30,000,000 ",South Harwich,South Harwich,,MA,United States,North America,B2B,"analytics,data storage,finance,human resources hr,information security,marketing,marketing analytics,security,storage",0,0,0,0,,No,No,No,4/4/13,a5781caf-9b6e-1464-9c83-4f5109bd9f7c,Organization,company,BackOffice Associates,https://www.crunchbase.com/organization/backoffice-associates?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,boaweb.com,http://www.boaweb.com,https://www.crunchbase.com/organization/backoffice-associates/primary-image/raw,https://www.facebook.com/BackOffice.Associates,https://twitter.com/backofficeassoc,https://www.linkedin.com/company/backoffice-associates?trk=top_nav_home,:,South Harwich,Massachusetts,USA,"BackOffice Associates provides data migration and information governance solutions, with focus on enhancing ERP data quality.",
fractal-analytics,Fractal Analytics,fractalanalytics.com,"Offers business consulting and analytics services that include artificial intelligence, business intelligence and customer insights.",531,-149,31,"1,062","1,044",18,2%,975,87,9%,"25,832","27,389",-6%,"25,043",3%,,,,,,10,147,1221,81900.08,2000,Late,"Khazanah Nasional Berhad,TA Associates",$125.0MÂ ,5/10/16,"$100,000,000 ",Bay Area,San Mateo,Bay Area,CA,United States,North America,"B2B,Consulting","analytics,consulting,enterprise software,human resources hr,marketing,marketing analytics",0,0,0,0,"big data,business intelligence",No,No,No,4/4/13,98965195-5b95-1c0d-9f66-ea25b60365ba,Organization,company,Fractal Analytics,https://www.crunchbase.com/organization/fractal-analytics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fractalanalytics.com,http://www.fractalanalytics.com,https://www.crunchbase.com/organization/fractal-analytics/primary-image/raw,http://www.facebook.com/pages/Fractal-Analytics/92102048615,http://twitter.com/fractalites,http://www.linkedin.com/company/fractal-analytics,:,San Mateo,California,USA,Fractal is an analytic company providing information and consultancy services to organizations for data-driven decision-making.,
quantcast,Quantcast,quantcast.com,Quantcast Corporation is a digital marketing company that provides free audience demographics measurement and delivers real-time advertising.,531,-158,11,991,976,15,2%,903,88,10%,"1,582,234","1,561,306",1%,"1,515,882",4%,,,,,,64,621,13461,594.31,2006,C,"Cisco Investments,Founders Fund,Glynn Capital Management,Kindred Partners,Polaris Partners,Revolution Ventures,Western Technology Investment",$61.2MÂ ,11/1/11,"$7,999,999 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,B2B,"advertising,analytics,enterprise software,human resources hr,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,8754aa07-6a53-aea5-fd0a-6f82c9191d1d,Organization,company,Quantcast,https://www.crunchbase.com/organization/quantcast?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,quantcast.com,http://www.quantcast.com,https://www.crunchbase.com/organization/quantcast/primary-image/raw,http://www.facebook.com/quantcast,http://twitter.com/quantcast,http://www.linkedin.com/company/quantcast,:,San Francisco,California,USA,Quantcast helps create a more personalized digital world.,
alteryx,Alteryx,alteryx.com,"Self-Service Data Analytics. Repeatable workflow for self-service BI, data preparation, data blending, and advanced analytics. Deeper insights in hours, not weeks.",533,84,720,457,447,10,2%,427,30,7%,"233,360","230,824",1%,"218,233",7%,,,,,,16,159,1524,55774.28,2010,C,"Iconiq Capital,Insight Venture Partners,Sapphire Ventures,Toba Capital",$163.0MÂ ,10/28/15,"$85,000,000 ",Los Angeles,Irvine,Los Angeles,CA,United States,North America,B2B,"analytics,data storage,enterprise software,human resources hr,marketing,marketing analytics,storage",0,0,0,0,big data,No,No,No,4/4/13,60cbbd19-1b5d-1e85-ab85-fdc84fa68319,Organization,company,"Alteryx, Inc.",https://www.crunchbase.com/organization/alteryx?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,alteryx.com,http://alteryx.com,https://www.crunchbase.com/organization/alteryx/primary-image/raw,http://www.facebook.com/alteryx,http://twitter.com/alteryx,http://www.linkedin.com/company/903031,NYSE:AYX,Irvine,California,USA,Alteryx is a leader in self-service data analytics,
taboola,Taboola,taboola.com,Taboola is the world's leading content discovery platform connecting people with content they may like but never knew existed.,535,-211,222,549,525,24,5%,403,146,36%,"20,625,529","20,654,683",0%,"20,237,798",2%,,,,,,21,313,2591,1157.85,2007,Late,"Advance Publications,Baidu,Carlo De Benedetti,Comcast Ventures,Daily Mail,Evergreen Venture Partners,Eyal Gura,Fidelity Investments,Groupe Arnault,Marker,Marker LLC,Pitango Venture Capital,Steadfast Venture Capital,WGI Group,Yahoo!",$260.0MÂ ,6/4/15,"$3,000,000 ",New York,Tel Aviv,New York,NY,Israel,Asia,"Advertising,B2B,SaaS","advertising,analytics,marketing,marketing analytics,media,mobile,publishing",0,0,0,0,"content discovery,pioneer250,reviews & recommendations,video",No,No,No,4/4/13,d490a381-81fd-7298-66ea-6de8940d4e58,Organization,company,Taboola,https://www.crunchbase.com/organization/taboola?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,taboola.com,http://www.taboola.com,https://www.crunchbase.com/organization/taboola/primary-image/raw,http://www.facebook.com/pages/Taboola/283895801355,http://twitter.com/taboola,http://www.linkedin.com/company/taboola,:,New York,New York,USA,Taboola is a content discovery platform that connects people with content they may like but never knew existed.,
jasper-systems,Jasper,jasper.com,Jasper Systems was added in 2013.,538,279,164,406,400,6,2%,365,41,11%,"38,618","38,215",1%,"38,392",1%,,,,,,34,168,1808,27654.87,2004,Exited (acquired),"AB Global,Bench,Benchmark,DAG Ventures,RSTP,Sequoia Capital,SingTel Innov8,Temasek Holdings,Wing Venture Capital",$197.8MÂ ,4/21/14,"$50,000,000 ",Santa Clara,Santa Clara,Bay Area,,United States,North America,"B2B,SaaS","analytics,human resources hr,information security,internet of things,mobile,security",0,0,0,0,"cloud computing,payments,point of sale,social media",No,No,No,4/4/13,368ce923-b8f3-de65-6d29-9b8f34a1a66f,Organization,company,Jasper Systems,https://www.crunchbase.com/organization/jasper-systems?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,jasper.com,https://www.jasper.com,,,,,:,,,,Jasper Systems is a global Internet of Things (IoT) platform.,
brandads,Extreme Reach,extremereach.com,"DG connects over 11,000 global advertisers and agencies with their targeted audiences through an expansive network of over 6,000 television",540,122,66,515,508,7,1%,487,28,6%,"112,489","108,073",4%,"95,299",18%,,,,,,46,375,10546,4741.13,2008,Late,"Greycroft Partners,Long River Ventures,Spectrum Equity Investors,Village Ventures",$70.6MÂ ,5/10/13,"$50,000,000 ",Boston,Needham,Boston,MA,United States,North America,B2B,"advertising,analytics,human resources hr,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,6b6cb1cd-e11e-93b5-86e4-1b7b1e9933f0,Organization,company,BrandAds,https://www.crunchbase.com/organization/brandads?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,extremereach.com,http://www.extremereach.com,https://www.crunchbase.com/organization/brandads/primary-image/raw,,http://twitter.com/extremereach,http://www.linkedin.com/company/2387903,:,Emeryville,California,USA,Extreme Reach Digital offers a platform that measures the effectiveness of video advertising across media vendors and channels.,
crimson-hexagon,Crimson Hexagon,crimsonhexagon.com,"Crimson Hexagon is an enterprise social media analytics company providing insights for brand strategy, market research, and more.",541,112,31,232,224,8,4%,188,44,23%,"276,545","274,554",1%,"249,450",11%,,,,,,12,107,834,23980.82,2007,C,"Charles F. Dolan,Golden Seeds,Sageview Capital,Springboard Enterprises",$30.5MÂ ,3/7/16,"$20,000,000 ",Boston,Boston,Boston,MA,United States,North America,"B2B,B2C","advertising,analytics,enterprise software,human resources hr,marketing,marketing analytics,social networking",0,0,0,0,"brand marketing,social media",No,No,No,4/4/13,5bd1ba45-c683-d798-1619-6fbbd444f496,Organization,company,Crimson Hexagon,https://www.crunchbase.com/organization/crimson-hexagon?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,crimsonhexagon.com,http://crimsonhexagon.com,https://www.crunchbase.com/organization/crimson-hexagon/primary-image/raw,http://www.facebook.com/pages/Crimson-Hexagon/127737499873,http://twitter.com/crimsonhexagon,http://www.linkedin.com/company/crimsonhexagon,:,Boston,Massachusetts,USA,Crimson Hexagon delivers social media monitoring analysis services about brands or issues.,
sisense,SiSense,sisense.com,"Sisense is simplifying business intelligence for complex data. Our business analytics software covers the full scope of data analysis, from data preparation to visualization - without the need to invest in additional tools or manpower. Even when analyzing big, scattered and complex datasets, Sisense lets you ask new questions and receive answers on-the-spot. Thousands of users in companies ranging from Fortune 500's to cutting-edge startups, use Sisense every day to easily analyze complex data - including Samsung, eBay, Fiverr, EXL, Henry Schein, and many others. Specialties: Business Intelligence, Data Analysis, SQL Reporting, Business User Analysis, BI Software, Excel Dashboard Software, Big Data, Big Data Analytics, Hadoop, Google Adwords, Salesforce, Google Analytics, Analytics",809,252,50,304,295,9,3%,236,68,29%,"256,256","258,581",-1%,"242,043",6%,,,,,,14,168,1399,35739.81,2004,Late,"Battery Ventures,Bessemer Venture Partners,DFJ Growth,Draper Fisher Jurvetson (DFJ),Genesis Partners,Kindred Partners,Opus Capital",$94.0MÂ ,1/7/16,"$50,000,000 ",New York,New York,New York,NY,United States,North America,B2B,"analytics,enterprise software,finance,human resources hr,marketing,marketing analytics",0,0,0,0,"big data,business intelligence,it",No,No,No,4/4/13,ffd6f48b-1f7a-dd43-b087-a0a1c1521a1b,Organization,company,Sisense,https://www.crunchbase.com/organization/sisense?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sisense.com,http://www.sisense.com,https://www.crunchbase.com/organization/sisense/primary-image/raw,http://www.facebook.com/SiSense,http://twitter.com/sisense,http://www.linkedin.com/company/sisense,:,New York,New York,USA,"Sisense allows users to easily prepare, analyze, and visualize complex datasets using one Single-Stack solution.",
galvanize-2,Galvanize,galvanize.com,"Become a web developer, a data scientist, or build a Company. Galvanize has local campuses that offer coworking space, coding classes and event space. Learn more about classes and cowork space.",545,31,130,591,580,11,2%,512,79,15%,"255,028","256,343",-1%,"244,456",4%,,,,,,7,68,317,141955.84,2012,B,"ABS Capital Partners,Aspen Grove Capital,Brad Feld,Colorado Impact Fund,Greg Maffei,Haystack Partners,University Ventures",$63.0MÂ ,8/15/16,"$45,000,000 ",Denver,Denver,Denver,CO,United States,North America,"B2B,B2C","analytics,education,human resources hr",0,0,0,0,"community,venture capital",No,No,No,4/26/13,346793ad-5a02-71e6-b6c7-4f0c776a0c24,Organization,company,Galvanize,https://www.crunchbase.com/organization/galvanize-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,galvanize.com,http://galvanize.com,https://www.crunchbase.com/organization/galvanize-2/primary-image/raw,https://www.facebook.com/galvanize,http://twitter.com/galvanize,https://www.linkedin.com/company/galvanize-it,:,Denver,Colorado,USA,"A network of modern, urban campuses where anyone can access the skills, knowledge, and network you need to make an impact.",
jana,Jana Mobile,jana.com,Jana is a mobile advertising company whose products serve as a gateway to mobile content by leveraging advertising to offset user data costs in emerging markets.,545,22,962,199,194,5,3%,187,12,6%,"88,734","90,647",-2%,"80,731",10%,,,,,,13,137,1002,56886.23,2009,C,"AOL Ventures,Kindred Partners,Publicis Groupe,Spark Capital,Verizon Ventures",$81.2MÂ ,2/18/16,"$57,000,000 ",Boston,Boston,Boston,MA,United States,North America,B2B,"advertising,analytics,enterprise software,marketing,marketing analytics,mobile",0,0,0,0,"emerging markets,messagning,mobile advertising,sms",No,No,No,4/4/13,dd7d6f15-a818-954a-3f67-c1e292e6f97b,Organization,company,Jana,https://www.crunchbase.com/organization/jana?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,jana.com,http://jana.com,https://www.crunchbase.com/organization/jana/primary-image/raw,http://www.facebook.com/JanaMobile,http://twitter.com/Jana,https://www.linkedin.com/company/jana,:,Boston,Massachusetts,USA,"Jana enables free apps to be truly free in emerging markets. Through Jana's mCent app, members try new apps free of data charges.",
segment-io,Segment,segment.com,Segment is trusted by thousands of companies as their Customer Data Platform. Collect user data with one API and send it to hundreds of tools or a data warehouse.,546,291,27,124,118,6,5%,98,26,27%,"712,826","704,107",1%,"654,109",9%,,,,,,17,91,863,31286.21,2012,B,"Accel Partners,General Catalyst Partners,Jon Winkelried,Kleiner Perkins Caufield & Byers,New Enterprise Associates,SV Angel,Thrive Capital,Tom McInerney,Y Combinator,YC Summer 2011,e.ventures",$42.7MÂ ,10/9/15,"$27,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,B2B,"analytics,cloud computing,data storage,enterprise software,human resources hr,marketing,marketing analytics,software development,storage",0,0,0,0,"apis,big data,developer apis,developer tools,pioneer250,sales",No,No,No,4/4/13,b2172011-db25-85f1-3043-36ba134c0262,Organization,company,Segment,https://www.crunchbase.com/organization/segment-io?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,segment.com,http://segment.com,https://www.crunchbase.com/organization/segment-io/primary-image/raw,,http://twitter.com/segment,http://www.linkedin.com/company/2425698,:,San Francisco,California,USA,"Segment is a single hub for customer data. Collect your customer data in one place, send it anywhere.",
leanplum,Leanplum,leanplum.com,"Leanplum is the mobile marketing platform that drives app engagement & ROI. Trusted by top brands like Lyft, Tinder & Zynga. Get a personalized demo today.",548,195,1395,110,102,8,8%,81,29,36%,"127,057","123,648",3%,"114,693",11%,,,,,,5,36,91,318681.32,2012,C,"Alliance of Angels,Andrew Wright,Canaan Partners,Kima Ventures,Kleiner Perkins Caufield & Byers,Lyuben Belov,Seattle 2012 Fall,Shasta Ventures,Techstars,VoiVoda Ventures",$46.2MÂ ,10/18/16,"$29,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,"B2B,B2C","advertising,analytics,enterprise software,gaming,marketing,marketing analytics,mobile,travel",0,0,0,0,,Yes,Yes,Yes,4/4/13,5851d2a7-1163-dbc0-02b9-9e56e9b397cc,Organization,company,Leanplum,https://www.crunchbase.com/organization/leanplum?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,leanplum.com,https://www.leanplum.com,https://www.crunchbase.com/organization/leanplum/primary-image/raw,http://www.facebook.com/leanplum,http://twitter.com/leanplum,http://www.linkedin.com/company/leanplum,:,San Francisco,California,USA,"Leanplum is the most complete mobile marketing platform, delivering meaningful engagement across messaging and the in-app experience.",
clear-channel-outdoor,ClearChannelOutdoor,clearchanneloutdoor.com,"Clear Channel Outdoor is an Out of Home media advertising company, providing billboards and much more.",-38,-38,8,"2,285",,,,,,,"18,853","18,284",3%,"16,653",13%,,,,,,,,,Undisclosed,1901,Exited (ipo),,Undisclosed,,Undisclosed,New York,New York,New York,NY,United States,North America,,"advertising,analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,9/16/14,8a41f9b8-11a0-2301-c615-88b837127967,Organization,company,Clear Channel Outdoor,https://www.crunchbase.com/organization/clear-channel-outdoor?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,clearchanneloutdoor.com,http://clearchanneloutdoor.com,https://www.crunchbase.com/organization/clear-channel-outdoor/primary-image/raw,http://www.facebook.com/CCOutdoor,http://twitter.com/CCOutdoorNA,http://www.linkedin.com/company/clear-channel-outdoor,NYSE:CCO,New York,New York,USA,Clear Channel Outdoor CCO Baltimore launches partnership with MEMA to deliver emergency messaging across the state using digital billboards.,
upstream-systems,Upstream,upstreamsystems.com,Upstream is a mobile monetization powerhouse using MINT technology to deliver better mobile purchase rates in the industry.,559,266,10,480,474,6,1%,451,29,6%,"5,699","5,088",12%,"4,487",27%,,,,,,93,248,5360,Undisclosed,2001,Late,TLcom Capital Partners,$0Â ,5/27/09,Undisclosed,London,London,London,,United Kingdom,Europe,B2B,"advertising,analytics,finance,marketing,marketing analytics,mobile,payments,telecommunications",0,0,0,0,"digital marketing,gamification,mobile advertising,mobile marketing",No,No,No,4/4/13,74af625f-5e3c-5b24-1562-8afded34b600,Organization,company,Upstream,https://www.crunchbase.com/organization/upstream-systems?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,upstreamsystems.com,http://www.upstreamsystems.com,https://www.crunchbase.com/organization/upstream-systems/primary-image/raw,http://www.facebook.com/pages/Upstream/119103974819887,http://twitter.com/upstreamglobal,http://www.linkedin.com/company/15514,:,London,England,GBR,Upstream is accelerating mobile commerce in high growth markets.,
